signal	P(dit) 	P(dah)	P(spc)	P(chrspc)	P(wrdspc)	P(pause)
0.154637	0.003835	0.003140	0.118620	0.776837	0.080145	0.017424
0.143849	0.001561	0.001317	0.070688	0.822873	0.085068	0.018494
0.163543	0.002744	0.002529	0.041027	0.846688	0.087900	0.019111
0.175468	0.002697	0.003408	0.023849	0.860333	0.090119	0.019594
0.153239	0.000288	0.004123	0.015652	0.867160	0.092635	0.020143
0.129133	0.001322	0.011596	0.007899	0.862590	0.095767	0.020826
0.156040	0.002354	0.027231	0.004763	0.841254	0.102175	0.022223
0.146179	0.010558	0.101229	0.003127	0.746170	0.114094	0.024821
0.162734	0.069809	0.475511	0.005124	0.189002	0.213968	0.046586
0.145752	0.018880	0.648977	0.010515	0.098663	0.182940	0.040026
0.129880	0.012412	0.863539	0.013300	0.028072	0.067622	0.015056
0.170387	0.008486	0.845224	0.057434	0.043396	0.036105	0.009355
0.139073	0.000832	0.017104	0.555731	0.382649	0.023694	0.019991
0.132352	0.045884	0.089775	0.505109	0.329179	0.023486	0.006567
0.160477	0.063678	0.134586	0.445664	0.326318	0.023240	0.006514
0.125418	0.148835	0.314648	0.257476	0.255736	0.018189	0.005116
0.152984	0.318221	0.572395	0.014337	0.086985	0.006297	0.001765
0.180256	0.228662	0.684148	0.028035	0.052719	0.005128	0.001308
0.155944	0.201625	0.760272	0.023613	0.012161	0.001839	0.000490
0.165692	0.118961	0.817413	0.048422	0.012629	0.002022	0.000553
0.180046	0.041049	0.517190	0.396942	0.039827	0.003122	0.001871
0.194682	0.044402	0.725902	0.217288	0.010504	0.001424	0.000480
0.139158	0.033591	0.891450	0.069111	0.005003	0.000639	0.000206
0.157192	0.017669	0.968431	0.010544	0.002984	0.000280	0.000091
0.165269	0.012610	0.969341	0.010188	0.007321	0.000314	0.000226
0.118242	0.004682	0.983698	0.006723	0.004645	0.000077	0.000174
0.186464	0.002844	0.939882	0.033200	0.023070	0.000082	0.000922
0.134331	0.002138	0.694865	0.175651	0.122393	0.000069	0.004884
0.132369	0.013876	0.310569	0.394181	0.271387	0.000049	0.009939
0.192320	0.022282	0.403353	0.327350	0.242210	0.000132	0.004674
0.130748	0.045973	0.588528	0.205027	0.157423	0.000112	0.002938
0.175512	0.055915	0.762815	0.096076	0.083349	0.000077	0.001767
0.201435	0.035508	0.636816	0.182257	0.140947	0.000222	0.004250
0.125844	0.017751	0.569680	0.235851	0.171673	0.000132	0.004913
0.126016	0.029570	0.653091	0.187569	0.126454	0.000158	0.003156
0.163218	0.016374	0.698107	0.167547	0.113908	0.000879	0.003185
0.159980	0.054383	0.942919	0.001524	0.001139	0.000002	0.000033
0.440928	0.824939	0.175059	0.000001	0.000001	0.000000	0.000000
0.643456	0.998854	0.001146	0.000000	0.000000	0.000000	0.000000
0.614743	0.999998	0.000002	0.000000	0.000000	0.000000	0.000000
0.707435	0.995290	0.000005	0.002733	0.001576	0.000325	0.000071
0.352570	0.010223	0.000003	0.574995	0.331626	0.068305	0.014849
0.120322	0.006436	0.003124	0.585216	0.354291	0.041837	0.009095
0.185777	0.008245	0.006783	0.586687	0.341195	0.046895	0.010195
0.167434	0.538006	0.441170	0.009986	0.009285	0.001276	0.000277
0.352734	0.538026	0.461974	0.000000	0.000000	0.000000	0.000000
0.673991	0.547872	0.452128	0.000000	0.000000	0.000000	0.000000
0.584463	0.431140	0.568860	0.000000	0.000000	0.000000	0.000000
0.628503	0.222942	0.777046	0.000007	0.000004	0.000001	0.000000
0.466926	0.003690	0.022872	0.565832	0.327060	0.066164	0.014383
0.133676	0.000391	0.000891	0.590136	0.357319	0.042110	0.009154
0.149505	0.000759	0.000650	0.594818	0.345928	0.047515	0.010329
0.129049	0.431204	0.352974	0.103493	0.096230	0.013223	0.002875
0.301545	0.544833	0.455167	0.000000	0.000000	0.000000	0.000000
0.729508	0.526180	0.473820	0.000000	0.000000	0.000000	0.000000
0.645285	0.482761	0.517239	0.000000	0.000000	0.000000	0.000000
0.608282	0.385642	0.614358	0.000000	0.000000	0.000000	0.000000
0.678953	0.097833	0.902167	0.000000	0.000000	0.000000	0.000000
0.651366	0.060964	0.939036	0.000000	0.000000	0.000000	0.000000
0.593451	0.036455	0.963545	0.000000	0.000000	0.000000	0.000000
0.670975	0.021353	0.978648	0.000000	0.000000	0.000000	0.000000
0.660510	0.012403	0.987597	0.000000	0.000000	0.000000	0.000000
0.638579	0.007347	0.992653	0.000000	0.000000	0.000000	0.000000
0.634194	0.004724	0.995276	0.000000	0.000000	0.000000	0.000000
0.718660	0.003685	0.996307	0.000004	0.000003	0.000000	0.000000
0.484707	0.000000	0.000003	0.580021	0.403780	0.000086	0.016110
0.123485	0.000054	0.000044	0.585745	0.406856	0.000085	0.007215
0.181158	0.000553	0.000453	0.571688	0.418850	0.000099	0.008358
0.187824	0.540341	0.442241	0.008087	0.009146	0.000002	0.000183
0.387748	0.537537	0.462463	0.000000	0.000000	0.000000	0.000000
0.660832	0.535821	0.464179	0.000000	0.000000	0.000000	0.000000
0.655784	0.429640	0.570360	0.000000	0.000000	0.000000	0.000000
0.674270	0.113352	0.886648	0.000000	0.000000	0.000000	0.000000
0.671207	0.067035	0.932965	0.000000	0.000000	0.000000	0.000000
0.669625	0.038910	0.961089	0.000000	0.000000	0.000000	0.000000
0.615462	0.022402	0.977598	0.000000	0.000000	0.000000	0.000000
0.623276	0.012924	0.987076	0.000000	0.000000	0.000000	0.000000
0.672310	0.007583	0.992417	0.000000	0.000000	0.000000	0.000000
0.684451	0.004665	0.995335	0.000000	0.000000	0.000000	0.000000
0.631453	0.003300	0.996700	0.000000	0.000000	0.000000	0.000000
0.651817	0.011599	0.988395	0.000003	0.000002	0.000000	0.000000
0.542348	0.000001	0.000061	0.579998	0.403009	0.000833	0.016097
0.134049	0.000002	0.000001	0.608149	0.381178	0.000531	0.010139
0.105467	0.000028	0.000023	0.543297	0.444215	0.000619	0.011818
0.117755	0.053486	0.043765	0.419041	0.470529	0.000656	0.012524
0.254565	0.549307	0.450693	0.000000	0.000000	0.000000	0.000000
0.593315	0.550608	0.449392	0.000000	0.000000	0.000000	0.000000
0.599757	0.534828	0.465172	0.000000	0.000000	0.000000	0.000000
0.645905	0.429826	0.570173	0.000000	0.000000	0.000000	0.000000
0.509477	0.000214	0.001500	0.580120	0.334402	0.068806	0.014958
0.148574	0.000158	0.000150	0.596888	0.362405	0.033184	0.007214
0.167442	0.003950	0.003233	0.589983	0.357943	0.036875	0.008016
0.203707	0.150498	0.123518	0.353432	0.331016	0.034118	0.007417
0.264589	0.548909	0.451091	0.000000	0.000000	0.000000	0.000000
0.623028	0.552716	0.447284	0.000000	0.000000	0.000000	0.000000
0.633608	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.598010	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.627907	0.000186	0.001728	0.579973	0.334334	0.068818	0.014961
0.174370	0.000149	0.000156	0.598081	0.363046	0.031681	0.006887
0.179787	0.000178	0.000146	0.594058	0.360416	0.037130	0.008072
0.141222	0.011882	0.009725	0.476309	0.446109	0.045979	0.009996
0.206576	0.047369	0.038929	0.109244	0.714688	0.073740	0.016031
0.185321	0.011763	0.010079	0.069675	0.806904	0.083439	0.018139
0.164340	0.009530	0.009189	0.041064	0.834678	0.086691	0.018848
0.141909	0.008058	0.010616	0.024672	0.848382	0.088935	0.019337
0.132039	0.000456	0.012186	0.020394	0.855372	0.091661	0.019931
0.119588	0.002739	0.037787	0.007689	0.838455	0.093087	0.020243
0.159273	0.011461	0.170731	0.004081	0.708906	0.086096	0.018726
0.183684	0.013678	0.450506	0.002513	0.449663	0.068695	0.014944
0.165081	0.499257	0.500743	0.000000	0.000000	0.000000	0.000000
0.580734	0.487241	0.512759	0.000000	0.000000	0.000000	0.000000E
0.688699	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.642468	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.678886	0.000041	0.000496	0.922668	0.061835	0.011968	0.002992
0.151006	0.000796	0.000678	0.961004	0.030212	0.005848	0.001462
0.219118	0.000107	0.000088	0.957763	0.033850	0.006554	0.001638
0.132356	0.000203	0.000166	0.943288	0.045360	0.008787	0.002197
0.097730	0.549998	0.450002	0.000000	0.000000	0.000000	0.000000
0.679392	0.537246	0.462754	0.000000	0.000000	0.000000	0.000000
0.630170	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.681183	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.675474	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.667410	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.554039	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.603707	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.691463	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.712797	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.671586	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.569263	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.705769	0.000000	0.000007	0.580018	0.403804	0.000060	0.016111
0.161197	0.000006	0.000005	0.585813	0.406903	0.000058	0.007215
0.151932	0.000078	0.000064	0.572201	0.419226	0.000067	0.008365
0.157303	0.000886	0.000725	0.463548	0.524291	0.000084	0.010467
0.170731	0.549960	0.450040	0.000000	0.000000	0.000000	0.000000
0.591718	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.581587	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.648570	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.599022	0.000088	0.000816	0.580560	0.334672	0.068888	0.014976
0.159107	0.000012	0.000011	0.598250	0.363150	0.031687	0.006889
0.124520	0.011182	0.009150	0.582169	0.353202	0.036387	0.007910
0.238016	0.000973	0.000805	0.485976	0.455132	0.046915	0.010199
0.134480	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.701694	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.732191	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.600482	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.583188	0.097146	0.902853	0.000000	0.000000	0.000000	0.000000
0.547044	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.689072	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.669624	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.573988	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.589709	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.659292	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.687512	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.645167	0.000000	0.000003	0.580020	0.403806	0.000060	0.016111
0.138124	0.000010	0.000008	0.585808	0.406900	0.000058	0.007215
0.151826	0.000035	0.000029	0.572245	0.419258	0.000067	0.008366
0.129660	0.000242	0.000198	0.464091	0.524906	0.000084	0.010479
0.129722	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.717577	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.608560	0.537371	0.462630	0.000000	0.000000	0.000000	0.000000
0.638066	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.662699	0.000179	0.001668	0.580012	0.334356	0.068823	0.014962
0.198554	0.000002	0.000002	0.598261	0.363156	0.031690	0.006889
0.111800	0.000513	0.000420	0.593696	0.360196	0.037107	0.008067
0.188935	0.000173	0.000142	0.486675	0.455817	0.046980	0.010213
0.118924	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.593851	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.696959	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.682993	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.633551	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.651399	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.576825	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.656420	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.558396	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.717774	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.635870	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.584870	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.655337	0.000001	0.000068	0.579982	0.403779	0.000060	0.016110
0.187894	0.000003	0.000002	0.585816	0.406906	0.000058	0.007216
0.123521	0.000285	0.000233	0.571985	0.419068	0.000067	0.008362
0.175797	0.000405	0.000331	0.463954	0.524750	0.000084	0.010476
0.141314	0.004135	0.003386	0.109450	0.865593	0.000139	0.017297
0.139206	0.001191	0.001005	0.065045	0.914300	0.000150	0.018308
0.149813	0.001563	0.001425	0.037718	0.940230	0.000156	0.018908
0.157867	0.002573	0.003016	0.021763	0.953138	0.000171	0.019339
0.166721	0.001742	0.009866	0.013880	0.954428	0.000336	0.019748
0.176741	0.001565	0.018428	0.007234	0.952127	0.000165	0.020481
0.145599	0.020106	0.144211	0.003838	0.812566	0.000155	0.019125
0.207097	0.010576	0.320764	0.002927	0.646431	0.000154	0.019147
0.151597
